year,data_type,source_index,destination_index,value
20182019,depot_location,120,,
20182019,depot_location,431,,
20182019,depot_location,495,,
20182019,depot_location,546,,
20182019,depot_location,606,,
20182019,depot_location,626,,
20182019,depot_location,692,,
20182019,depot_location,951,,
20182019,depot_location,1069,,
20182019,depot_location,1123,,
20182019,depot_location,1178,,
20182019,depot_location,1301,,
20182019,depot_location,1642,,
20182019,depot_location,1643,,
20182019,depot_location,1697,,
20182019,depot_location,1698,,
20182019,depot_location,1752,,
20182019,depot_location,1773,,
20182019,depot_location,1806,,
20182019,depot_location,2003,,
20182019,depot_location,2048,,
20182019,depot_location,2097,,
20182019,depot_location,2144,,
20182019,depot_location,2225,,
20182019,depot_location,2343,,
20182019,refinery_location,433,,
20182019,refinery_location,1125,,
20182019,refinery_location,1698,,
20182019,refinery_location,1807,,
20182019,refinery_location,1997,,
2018,biomass_forecast,0,,7.483669879
2018,biomass_forecast,1,,47.51939167
2018,biomass_forecast,2,,57.07137691
2018,biomass_forecast,3,,74.98941738
2018,biomass_forecast,4,,17.522164
2018,biomass_forecast,5,,24.9603957
2018,biomass_forecast,6,,39.76999811
2018,biomass_forecast,7,,70.31257617
2018,biomass_forecast,8,,33.42770686
2018,biomass_forecast,9,,39.99677454
2018,biomass_forecast,10,,8.017905166
2018,biomass_forecast,11,,4.306175021
2018,biomass_forecast,12,,3.495532915
2018,biomass_forecast,13,,0.195888923
2018,biomass_forecast,14,,0.424612077
2018,biomass_forecast,15,,31.45801242
2018,biomass_forecast,16,,107.777763
2018,biomass_forecast,17,,132.0869442
2018,biomass_forecast,18,,123.6856045
2018,biomass_forecast,19,,64.30699808
2018,biomass_forecast,20,,87.0051588
2018,biomass_forecast,21,,96.437397
2018,biomass_forecast,22,,116.0244674
2018,biomass_forecast,23,,127.1940451
2018,biomass_forecast,24,,99.0810606
2018,biomass_forecast,25,,70.1149776
2018,biomass_forecast,26,,50.26313044
2018,biomass_forecast,27,,31.04920315
2018,biomass_forecast,28,,3.76983916
2018,biomass_forecast,29,,0.258779517
2018,biomass_forecast,30,,26.06428934
2018,biomass_forecast,31,,99.64967343
2018,biomass_forecast,32,,146.6855402
2018,biomass_forecast,33,,128.785542
2018,biomass_forecast,34,,112.9485238
2018,biomass_forecast,35,,100.1583043
2018,biomass_forecast,36,,166.3222531
2018,biomass_forecast,37,,135.8465838
2018,biomass_forecast,38,,98.07499706
2018,biomass_forecast,39,,67.12854359
2018,biomass_forecast,40,,92.95851322
2018,biomass_forecast,41,,91.94652442
2018,biomass_forecast,42,,88.89686529
2018,biomass_forecast,43,,22.9353026
2018,biomass_forecast,44,,1.817868264
2018,biomass_forecast,45,,0.214764312
2018,biomass_forecast,46,,0.526660624
2018,biomass_forecast,47,,19.92459976
2018,biomass_forecast,48,,80.32590509
2018,biomass_forecast,49,,141.6120487
2018,biomass_forecast,50,,103.489916
2018,biomass_forecast,51,,88.04127703
2018,biomass_forecast,52,,106.3735392
2018,biomass_forecast,53,,137.3430282
2018,biomass_forecast,54,,123.7454775
2018,biomass_forecast,55,,123.0014886
2018,biomass_forecast,56,,166.0797818
2018,biomass_forecast,57,,123.0698736
2018,biomass_forecast,58,,105.8063868
2018,biomass_forecast,59,,103.4210051
2018,biomass_forecast,60,,68.07611443
2018,biomass_forecast,61,,22.76919001
2018,biomass_forecast,62,,7.291442346
2018,biomass_forecast,63,,22.36591153
2018,biomass_forecast,64,,7.576106577
2018,biomass_forecast,65,,4.361760449
2018,biomass_forecast,66,,6.653331347
2018,biomass_forecast,67,,0.389924519
2018,biomass_forecast,68,,0.170914466
2018,biomass_forecast,69,,11.13536616
2018,biomass_forecast,70,,106.1629268
2018,biomass_forecast,71,,163.8013493
2018,biomass_forecast,72,,106.2079323
2018,biomass_forecast,73,,94.25702011
2018,biomass_forecast,74,,146.5260717
2018,biomass_forecast,75,,176.3261234
2018,biomass_forecast,76,,112.5176899
2018,biomass_forecast,77,,104.7872349
2018,biomass_forecast,78,,179.8018175
2018,biomass_forecast,79,,178.3295198
2018,biomass_forecast,80,,103.4243596
2018,biomass_forecast,81,,33.29354241
2018,biomass_forecast,82,,43.22944171
2018,biomass_forecast,83,,25.93295291
2018,biomass_forecast,84,,72.65948795
2018,biomass_forecast,85,,44.93426175
2018,biomass_forecast,86,,5.293153777
2018,biomass_forecast,87,,11.83045352
2018,biomass_forecast,88,,40.04946556
2018,biomass_forecast,89,,7.964236114
2018,biomass_forecast,90,,0.119528891
2018,biomass_forecast,91,,2.283131465
2018,biomass_forecast,92,,79.03368499
2018,biomass_forecast,93,,143.7086871
2018,biomass_forecast,94,,126.8068923
2018,biomass_forecast,95,,80.65166043
2018,biomass_forecast,96,,158.7053329
2018,biomass_forecast,97,,146.4287651
2018,biomass_forecast,98,,117.7622319
2018,biomass_forecast,99,,126.1384049
2018,biomass_forecast,100,,109.4983072
2018,biomass_forecast,101,,199.5377424
2018,biomass_forecast,102,,148.8223056
2018,biomass_forecast,103,,109.2768933
2018,biomass_forecast,104,,138.3682632
2018,biomass_forecast,105,,137.6789329
2018,biomass_forecast,106,,116.910223
2018,biomass_forecast,107,,75.72244699
2018,biomass_forecast,108,,8.912656499
2018,biomass_forecast,109,,5.743269301
2018,biomass_forecast,110,,4.853523633
2018,biomass_forecast,111,,4.719373106
2018,biomass_forecast,112,,4.69818484
2018,biomass_forecast,113,,18.95229834
2018,biomass_forecast,114,,15.48476197
2018,biomass_forecast,115,,1.238720844
2018,biomass_forecast,116,,0.024206571
2018,biomass_forecast,117,,0.577107523
2018,biomass_forecast,118,,23.40583843
2018,biomass_forecast,119,,88.43421615
2018,biomass_forecast,120,,77.1017609
2018,biomass_forecast,121,,95.10574346
2018,biomass_forecast,122,,217.5718591
2018,biomass_forecast,123,,135.6878381
2018,biomass_forecast,124,,157.2894961
2018,biomass_forecast,125,,117.7987224
2018,biomass_forecast,126,,114.1291018
2018,biomass_forecast,127,,109.2919148
2018,biomass_forecast,128,,124.6210405
2018,biomass_forecast,129,,165.9576182
2018,biomass_forecast,130,,168.0079282
2018,biomass_forecast,131,,122.7486873
2018,biomass_forecast,132,,114.3565187
2018,biomass_forecast,133,,125.6829213
2018,biomass_forecast,134,,40.1662356
2018,biomass_forecast,135,,35.72633797
2018,biomass_forecast,136,,17.24813525
2018,biomass_forecast,137,,5.11037264
2018,biomass_forecast,138,,17.73503363
2018,biomass_forecast,139,,35.69289018
2018,biomass_forecast,140,,8.186933292
2018,biomass_forecast,141,,1.421214043
2018,biomass_forecast,142,,0.182210093
2018,biomass_forecast,143,,25.3493415
2018,biomass_forecast,144,,71.37639401
2018,biomass_forecast,145,,97.83938492
2018,biomass_forecast,146,,115.5959208
2018,biomass_forecast,147,,178.0818173
2018,biomass_forecast,148,,134.4843682
2018,biomass_forecast,149,,113.961785
2018,biomass_forecast,150,,111.6478268
2018,biomass_forecast,151,,110.6938834
2018,biomass_forecast,152,,101.2289499
2018,biomass_forecast,153,,148.0027402
2018,biomass_forecast,154,,160.7202177
2018,biomass_forecast,155,,180.0617205
2018,biomass_forecast,156,,152.9521591
2018,biomass_forecast,157,,123.0682159
2018,biomass_forecast,158,,172.2152168
2018,biomass_forecast,159,,122.2995731
2018,biomass_forecast,160,,49.82375888
2018,biomass_forecast,161,,12.63600613
2018,biomass_forecast,162,,7.616554297
2018,biomass_forecast,163,,48.32781004
2018,biomass_forecast,164,,163.3891336
2018,biomass_forecast,165,,62.1651579
2018,biomass_forecast,166,,20.21420121
2018,biomass_forecast,167,,0.112591415
2018,biomass_forecast,168,,0.269372713
2018,biomass_forecast,169,,12.76149268
2018,biomass_forecast,170,,63.732973
2018,biomass_forecast,171,,78.83052199
2018,biomass_forecast,172,,90.2154395
