year,data_type,source_index,destination_index,value
20182019,depot_location,0,,
20182019,depot_location,1,,
20182019,depot_location,431,,
20182019,depot_location,486,,
20182019,depot_location,546,,
20182019,depot_location,951,,
20182019,depot_location,1013,,
20182019,depot_location,1068,,
20182019,depot_location,1069,,
20182019,depot_location,1122,,
20182019,depot_location,1123,,
20182019,depot_location,1177,,
20182019,depot_location,1178,,
20182019,depot_location,1233,,
20182019,depot_location,1584,,
20182019,depot_location,1642,,
20182019,depot_location,1643,,
20182019,depot_location,1697,,
20182019,depot_location,1698,,
20182019,depot_location,1752,,
20182019,depot_location,1806,,
20182019,depot_location,2048,,
20182019,depot_location,2097,,
20182019,depot_location,2144,,
20182019,depot_location,2225,,
20182019,refinery_location,433,,
20182019,refinery_location,1071,,
20182019,refinery_location,1125,,
20182019,refinery_location,1698,,
20182019,refinery_location,2147,,
2019,biomass_forecast,0,,8.976
2019,biomass_forecast,1,,57.024
2019,biomass_forecast,2,,68.484
2019,biomass_forecast,3,,89.98799999999999
2019,biomass_forecast,4,,21.023999999999997
2019,biomass_forecast,5,,29.951999999999998
2019,biomass_forecast,6,,47.724000000000004
2019,biomass_forecast,7,,84.372
2019,biomass_forecast,8,,40.116
2019,biomass_forecast,9,,48.0
2019,biomass_forecast,10,,9.623999999999999
2019,biomass_forecast,11,,5.172
2019,biomass_forecast,12,,4.2
2019,biomass_forecast,13,,0.24
2019,biomass_forecast,14,,0.504
2019,biomass_forecast,15,,37.752
2019,biomass_forecast,16,,129.33599999999998
2019,biomass_forecast,17,,158.508
2019,biomass_forecast,18,,148.428
2019,biomass_forecast,19,,77.172
2019,biomass_forecast,20,,104.412
2019,biomass_forecast,21,,115.728
2019,biomass_forecast,22,,139.224
2019,biomass_forecast,23,,152.628
2019,biomass_forecast,24,,118.89599999999999
2019,biomass_forecast,25,,84.13199999999999
2019,biomass_forecast,26,,60.312
2019,biomass_forecast,27,,37.26
2019,biomass_forecast,28,,4.524
2019,biomass_forecast,29,,0.312
2019,biomass_forecast,30,,31.272
2019,biomass_forecast,31,,119.58
2019,biomass_forecast,32,,176.028
2019,biomass_forecast,33,,154.54799999999997
2019,biomass_forecast,34,,135.54
2019,biomass_forecast,35,,120.192
2019,biomass_forecast,36,,199.58399999999997
2019,biomass_forecast,37,,163.01999999999998
2019,biomass_forecast,38,,117.68399999999998
2019,biomass_forecast,39,,80.556
2019,biomass_forecast,40,,111.55199999999999
2019,biomass_forecast,41,,110.34
2019,biomass_forecast,42,,106.68
2019,biomass_forecast,43,,27.528000000000002
2019,biomass_forecast,44,,2.184
2019,biomass_forecast,45,,0.252
2019,biomass_forecast,46,,0.636
2019,biomass_forecast,47,,23.904
2019,biomass_forecast,48,,96.396
2019,biomass_forecast,49,,169.93200000000002
2019,biomass_forecast,50,,124.18799999999999
2019,biomass_forecast,51,,105.64800000000001
2019,biomass_forecast,52,,127.644
2019,biomass_forecast,53,,164.808
2019,biomass_forecast,54,,148.5
2019,biomass_forecast,55,,147.6
2019,biomass_forecast,56,,199.29600000000002
2019,biomass_forecast,57,,147.684
2019,biomass_forecast,58,,126.972
2019,biomass_forecast,59,,124.104
2019,biomass_forecast,60,,81.696
2019,biomass_forecast,61,,27.323999999999998
2019,biomass_forecast,62,,8.748
2019,biomass_forecast,63,,26.844
2019,biomass_forecast,64,,9.096
2019,biomass_forecast,65,,5.232
2019,biomass_forecast,66,,7.98
2019,biomass_forecast,67,,0.46799999999999997
2019,biomass_forecast,68,,0.20400000000000001
2019,biomass_forecast,69,,13.368
2019,biomass_forecast,70,,127.392
2019,biomass_forecast,71,,196.56
2019,biomass_forecast,72,,127.45199999999998
2019,biomass_forecast,73,,113.11200000000001
2019,biomass_forecast,74,,175.83599999999998
2019,biomass_forecast,75,,211.596
2019,biomass_forecast,76,,135.024
2019,biomass_forecast,77,,125.748
2019,biomass_forecast,78,,215.76000000000002
2019,biomass_forecast,79,,213.996
2019,biomass_forecast,80,,124.104
2019,biomass_forecast,81,,39.948
2019,biomass_forecast,82,,51.876
2019,biomass_forecast,83,,31.116
2019,biomass_forecast,84,,87.192
2019,biomass_forecast,85,,53.916
2019,biomass_forecast,86,,6.348
2019,biomass_forecast,87,,14.196
2019,biomass_forecast,88,,48.059999999999995
2019,biomass_forecast,89,,9.552
2019,biomass_forecast,90,,0.144
2019,biomass_forecast,91,,2.7359999999999998
2019,biomass_forecast,92,,94.836
2019,biomass_forecast,93,,172.452
2019,biomass_forecast,94,,152.172
2019,biomass_forecast,95,,96.78
2019,biomass_forecast,96,,190.452
2019,biomass_forecast,97,,175.716
2019,biomass_forecast,98,,141.312
2019,biomass_forecast,99,,151.368
2019,biomass_forecast,100,,131.4
2019,biomass_forecast,101,,239.44799999999998
2019,biomass_forecast,102,,178.58399999999997
2019,biomass_forecast,103,,131.136
2019,biomass_forecast,104,,166.044
2019,biomass_forecast,105,,165.216
2019,biomass_forecast,106,,140.292
2019,biomass_forecast,107,,90.86399999999999
2019,biomass_forecast,108,,10.692
2019,biomass_forecast,109,,6.888
2019,biomass_forecast,110,,5.819999999999999
2019,biomass_forecast,111,,5.664
2019,biomass_forecast,112,,5.64
2019,biomass_forecast,113,,22.74
2019,biomass_forecast,114,,18.576
2019,biomass_forecast,115,,1.488
2019,biomass_forecast,116,,0.024
2019,biomass_forecast,117,,0.696
2019,biomass_forecast,118,,28.092
2019,biomass_forecast,119,,106.116
2019,biomass_forecast,120,,92.52
2019,biomass_forecast,121,,114.13199999999999
2019,biomass_forecast,122,,261.084
2019,biomass_forecast,123,,162.828
2019,biomass_forecast,124,,188.748
2019,biomass_forecast,125,,141.35999999999999
2019,biomass_forecast,126,,136.956
2019,biomass_forecast,127,,131.148
2019,biomass_forecast,128,,149.544
2019,biomass_forecast,129,,199.15200000000002
2019,biomass_forecast,130,,201.612
2019,biomass_forecast,131,,147.29999999999998
2019,biomass_forecast,132,,137.232
2019,biomass_forecast,133,,150.816
2019,biomass_forecast,134,,48.204
2019,biomass_forecast,135,,42.876
2019,biomass_forecast,136,,20.7
2019,biomass_forecast,137,,6.132000000000001
2019,biomass_forecast,138,,21.287999999999997
2019,biomass_forecast,139,,42.827999999999996
2019,biomass_forecast,140,,9.828
2019,biomass_forecast,141,,1.704
2019,biomass_forecast,142,,0.216
2019,biomass_forecast,143,,30.42
2019,biomass_forecast,144,,85.65599999999999
2019,biomass_forecast,145,,117.408
2019,biomass_forecast,146,,138.72
2019,biomass_forecast,147,,213.696
2019,biomass_forecast,148,,161.37599999999998
2019,biomass_forecast,149,,136.75199999999998
2019,biomass_forecast,150,,133.98
2019,biomass_forecast,151,,132.828
2019,biomass_forecast,152,,121.476
2019,biomass_forecast,153,,177.6
2019,biomass_forecast,154,,192.864
2019,biomass_forecast,155,,216.072
2019,biomass_forecast,156,,183.54
2019,biomass_forecast,157,,147.684
2019,biomass_forecast,158,,206.664
2019,biomass_forecast,159,,146.76
2019,biomass_forecast,160,,59.784
2019,biomass_forecast,161,,15.168
2019,biomass_forecast,162,,9.144
2019,biomass_forecast,163,,57.995999999999995
2019,biomass_forecast,164,,196.06799999999998
2019,biomass_forecast,165,,74.604
2019,biomass_forecast,166,,24.252
2019,biomass_forecast,167,,0.132
2019,biomass_forecast,168,,0.324
2019,biomass_forecast,169,,15.312
2019,biomass_forecast,170,,76.476
