,Index,Latitude,Longitude,2018,2019,cluster,x_loc,y_loc,centroid_dist
0,0,24.66818,71.33144,7.483669879450526,5.837379894273099,70,71.38831285714286,24.54728,14.625978922289997
1,1,24.66818,71.41106,47.51939166869889,-5.522589680620136,70,71.38831285714286,24.54728,13.643019727286674
2,2,24.66818,71.49069,57.07137690716811,23.667257585078488,70,71.38831285714286,24.54728,16.971409212877994
3,14,24.58758,71.25181,0.4246120772760073,0.6099248777314877,70,71.38831285714286,24.54728,14.518037124781898
4,15,24.58758,71.33144,31.45801241658194,7.614438959658099,70,71.38831285714286,24.54728,7.293398373175815
5,16,24.58758,71.41106,107.7777630352413,-13.40158508599923,70,71.38831285714286,24.54728,5.03869831615828
6,17,24.58758,71.49069,132.08694418449545,43.47229672419411,70,71.38831285714286,24.54728,11.28498513263584
7,29,24.50698,71.25181,0.2587795170416655,0.145548750186772,70,71.38831285714286,24.54728,14.522257095918885
8,30,24.50698,71.33144,26.06428933638657,7.855130901719853,70,71.38831285714286,24.54728,7.294856628750285
9,31,24.50698,71.41106,99.64967343142824,-14.006954843804792,70,71.38831285714286,24.54728,5.039036005757412
10,32,24.50698,71.49069,146.68554021164013,27.574103762911268,70,71.38831285714286,24.54728,11.288038951093245
11,47,24.42638,71.33144,19.92459976210339,5.396996576987561,70,71.38831285714286,24.54728,14.628160501163068
12,48,24.42638,71.41106,80.32590509307191,26.337149012343687,70,71.38831285714286,24.54728,13.643393885588157
13,49,24.42638,71.49069,141.61204865781792,-26.70099093886259,70,71.38831285714286,24.54728,16.977500770834908
14,3,24.66818,71.57031,74.98941738348834,31.01712259272199,196,71.67268714285714,24.535765714285713,18.00346147551973
15,4,24.66818,71.64994,17.522164002882427,8.424258780193279,196,71.67268714285714,24.535765714285713,14.90699554481345
16,5,24.66818,71.72956,24.960395699118926,18.186187911562147,196,71.67268714285714,24.535765714285713,15.811652105747095
17,18,24.58758,71.57031,123.68560449101244,56.03565455422648,196,71.67268714285714,24.535765714285713,11.852549720307005
18,19,24.58758,71.64994,64.3069980790025,32.338830645553955,196,71.67268714285714,24.535765714285713,6.205736393686132
19,20,24.58758,71.72956,87.00515880286532,59.4934275950787,196,71.67268714285714,24.535765714285713,8.143641464719558
20,33,24.50698,71.57031,128.7855420105671,42.57385141970119,196,71.67268714285714,24.535765714285713,10.843800983184503
21,34,24.50698,71.64994,112.94852383746353,41.78100956026462,196,71.67268714285714,24.535765714285713,3.9434403641249554
22,35,24.50698,71.72956,100.15830434084428,38.33563744241543,196,71.67268714285714,24.535765714285713,6.586070398971291
23,36,24.50698,71.80919,166.32225308314432,3.1300860355036075,196,71.67268714285714,24.535765714285713,14.179978994696862
24,50,24.42638,71.57031,103.48991601173182,42.73585659590293,196,71.67268714285714,24.535765714285713,15.982486657971235
25,51,24.42638,71.64994,88.04127702503499,38.44919138491945,196,71.67268714285714,24.535765714285713,12.382939446090358
26,52,24.42638,71.72956,106.37353918519668,26.21810900017974,196,71.67268714285714,24.535765714285713,13.46033518513145
27,53,24.42638,71.80919,137.34302821312096,48.86005786821708,196,71.67268714285714,24.535765714285713,18.411332557113877
28,6,24.66818,71.80919,39.769998105759264,-4.166629139625897,23,71.93526583333333,24.580863333333333,16.02624647738029
29,7,24.66818,71.88882,70.31257617134123,8.852696447549114,23,71.93526583333333,24.580863333333333,10.788085573153737
30,8,24.66818,71.96844,33.427706857434,15.329925385399209,23,71.93526583333333,24.580863333333333,10.275167892050224
31,9,24.66818,72.04807,39.99677454477027,22.120251508446348,23,71.93526583333333,24.580863333333333,14.98087849846522
