,Index,Latitude,Longitude,2018,2019,cluster,x_loc,y_loc,centroid_dist
0,0,24.66818,71.33144,7.483669879450526,5.837379894273099,4,71.45573024390244,24.412619024390246,31.08363508026946
1,1,24.66818,71.41106,47.51939166869889,-5.522589680620136,4,71.45573024390244,24.412619024390246,28.783096081973408
2,2,24.66818,71.49069,57.07137690716811,23.667257585078488,4,71.45573024390244,24.412619024390246,28.64524844997281
3,3,24.66818,71.57031,74.98941738348834,31.01712259272199,4,71.45573024390244,24.412619024390246,30.699271600743344
4,4,24.66818,71.64994,17.522164002882427,8.424258780193279,4,71.45573024390244,24.412619024390246,34.55694217968106
5,14,24.58758,71.25181,0.4246120772760073,0.6099248777314877,4,71.45573024390244,24.412619024390246,28.367658536747765
6,15,24.58758,71.33144,31.45801241658194,7.614438959658099,4,71.45573024390244,24.412619024390246,23.172876984642183
7,16,24.58758,71.41106,107.7777630352413,-13.40158508599923,4,71.45573024390244,24.412619024390246,19.979186050844515
8,17,24.58758,71.49069,132.08694418449545,43.47229672419411,4,71.45573024390244,24.412619024390246,19.77994997819787
9,18,24.58758,71.57031,123.68560449101244,56.03565455422648,4,71.45573024390244,24.412619024390246,22.654356260959357
10,19,24.58758,71.64994,64.3069980790025,32.338830645553955,4,71.45573024390244,24.412619024390246,27.660780592854827
11,29,24.50698,71.25181,0.2587795170416655,0.145548750186772,4,71.45573024390244,24.412619024390246,23.16101029234743
12,30,24.50698,71.33144,26.06428933638657,7.855130901719853,4,71.45573024390244,24.412619024390246,16.386543055359972
13,31,24.50698,71.41106,99.64967343142824,-14.006954843804792,4,71.45573024390244,24.412619024390246,11.428736593785311
14,32,24.50698,71.49069,146.68554021164013,27.574103762911268,4,71.45573024390244,24.412619024390246,11.076528502657414
15,33,24.50698,71.57031,128.7855420105671,42.57385141970119,4,71.45573024390244,24.412619024390246,15.644205872822083
16,34,24.50698,71.64994,112.94852383746353,41.78100956026462,4,71.45573024390244,24.412619024390246,22.289049316347654
17,47,24.42638,71.33144,19.92459976210339,5.396996576987561,4,71.45573024390244,24.412619024390246,12.680775468532424
18,48,24.42638,71.41106,80.32590509307191,26.337149012343687,4,71.45573024390244,24.412619024390246,4.77609198946052
19,49,24.42638,71.49069,141.61204865781792,-26.70099093886259,4,71.45573024390244,24.412619024390246,3.8573885403510877
20,50,24.42638,71.57031,103.48991601173182,42.73585659590293,4,71.45573024390244,24.412619024390246,11.705094454766117
21,51,24.42638,71.64994,88.04127702503499,38.44919138491945,4,71.45573024390244,24.412619024390246,19.728939709795377
22,68,24.34578,71.25181,0.1709144662819621,0.0723904547143606,4,71.45573024390244,24.412619024390246,21.956505944270106
23,69,24.34578,71.33144,11.135366155239666,-0.42341573175217,4,71.45573024390244,24.412619024390246,14.62299720577374
24,70,24.34578,71.41106,106.16292680662792,12.978904942123547,4,71.45573024390244,24.412619024390246,8.703618726670877
25,71,24.34578,71.49069,163.80134929573092,-21.511715907447893,4,71.45573024390244,24.412619024390246,8.23506582749403
26,72,24.34578,71.57031,106.20793234396916,42.87614014888589,4,71.45573024390244,24.412619024390246,13.78492052969137
27,73,24.34578,71.64994,94.25702010856678,38.41079044422322,4,71.45573024390244,24.412619024390246,21.03346882815736
28,91,24.26518,71.25181,2.2831314651909733,0.2457965711502813,4,71.45573024390244,24.412619024390246,26.38248589301067
29,92,24.26518,71.33144,79.03368499237317,-8.027440779360024,4,71.45573024390244,24.412619024390246,20.6787024664332
30,93,24.26518,71.41106,143.70868709426716,19.65913663292382,4,71.45573024390244,24.412619024390246,17.01298894587689
31,94,24.26518,71.49069,126.80689230207663,24.65019433403839,4,71.45573024390244,24.412619024390246,16.777963886180363
32,95,24.26518,71.57031,80.65166043427116,35.2621488660807,4,71.45573024390244,24.412619024390246,20.09441640943805
33,96,24.26518,71.64994,158.70533294908194,-30.217042364634352,4,71.45573024390244,24.412619024390246,25.618918127885593
34,117,24.18458,71.25181,0.5771075226459461,-0.0144043872787254,4,71.45573024390244,24.412619024390246,32.72200061748992
35,118,24.18458,71.33144,23.405838429801666,10.735535566663968,4,71.45573024390244,24.412619024390246,28.32193728770165
36,119,24.18458,71.41106,88.43421615472158,36.28958219992471,4,71.45573024390244,24.412619024390246,25.765820314741628
37,120,24.18458,71.49069,77.10176090367582,28.823534500792714,4,71.45573024390244,24.412619024390246,25.61114474793414
38,121,24.18458,71.57031,95.10574345763676,25.702605574134058,4,71.45573024390244,24.412619024390246,27.897918321490984
39,122,24.18458,71.64994,217.57185911439404,-9.686859380043488,4,71.45573024390244,24.412619024390246,32.109150212460904
40,142,24.10398,71.25181,0.1822100925139441,0.0125422414380526,4,71.45573024390244,24.412619024390246,40.0770438134723
41,5,24.66818,71.72956,24.960395699118926,18.186187911562147,36,71.95517055555555,24.383094814814815,39.07366790832117
42,6,24.66818,71.80919,39.769998105759264,-4.166629139625897,36,71.95517055555555,24.383094814814815,34.98207058505982
43,7,24.66818,71.88882,70.31257617134123,8.852696447549114,36,71.95517055555555,24.383094814814815,32.41302559648086
44,8,24.66818,71.96844,33.427706857434,15.329925385399209,36,71.95517055555555,24.383094814814815,31.73839568202223
45,9,24.66818,72.04807,39.99677454477027,22.120251508446348,36,71.95517055555555,24.383094814814815,33.07414401036978
