,Index,Latitude,Longitude,2018,2019,cluster,x_loc,y_loc,centroid_dist
0,0,24.66818,71.33144,7.483669879450526,5.837379894273099,47,71.4429124,24.494084,22.408127686153094
1,1,24.66818,71.41106,47.51939166869889,-5.522589680620136,47,71.4429124,24.494084,19.630861514514326
2,2,24.66818,71.49069,57.07137690716811,23.667257585078488,47,71.4429124,24.494084,19.958585663746007
3,3,24.66818,71.57031,74.98941738348834,31.01712259272199,47,71.4429124,24.494084,23.26035634019519
4,14,24.58758,71.25181,0.4246120772760073,0.6099248777314877,47,71.4429124,24.494084,21.955308276008026
5,15,24.58758,71.33144,31.45801241658194,7.614438959658099,47,71.4429124,24.494084,15.341648481994802
6,16,24.58758,71.41106,107.7777630352413,-13.40158508599923,47,71.4429124,24.494084,10.887494062395882
7,17,24.58758,71.49069,132.08694418449545,43.47229672419411,47,71.4429124,24.494084,11.46823004242287
8,18,24.58758,71.57031,123.68560449101244,56.03565455422648,47,71.4429124,24.494084,16.562343828321026
9,29,24.50698,71.25181,0.2587795170416655,0.145548750186772,47,71.4429124,24.494084,19.39543059388736
10,30,24.50698,71.33144,26.06428933638657,7.855130901719853,47,71.4429124,24.494084,11.373430380766804
11,31,24.50698,71.41106,99.64967343142824,-14.006954843804792,47,71.4429124,24.494084,3.528630484163314
12,32,24.50698,71.49069,146.68554021164013,27.574103762911268,47,71.4429124,24.494084,5.04404051853382
13,33,24.50698,71.57031,128.7855420105671,42.57385141970119,47,71.4429124,24.494084,12.974011963140972
14,47,24.42638,71.33144,19.92459976210339,5.396996576987561,47,71.4429124,24.494084,13.567992034279543
15,48,24.42638,71.41106,80.32590509307191,26.337149012343687,47,71.4429124,24.494084,8.192181773326718
16,49,24.42638,71.49069,141.61204865781792,-26.70099093886259,47,71.4429124,24.494084,8.950490212114113
17,50,24.42638,71.57031,103.48991601173182,42.73585659590293,47,71.4429124,24.494084,14.93604489380242
18,51,24.42638,71.64994,88.04127702503499,38.44919138491945,47,71.4429124,24.494084,22.272633321836796
19,68,24.34578,71.25181,0.1709144662819621,0.0723904547143606,47,71.4429124,24.494084,25.43061796309602
20,69,24.34578,71.33144,11.135366155239666,-0.42341573175217,47,71.4429124,24.494084,19.98931328969014
21,70,24.34578,71.41106,106.16292680662792,12.978904942123547,47,71.4429124,24.494084,16.808312059784182
22,71,24.34578,71.49069,163.80134929573092,-21.511715907447893,47,71.4429124,24.494084,17.19090140625387
23,72,24.34578,71.57031,106.20793234396916,42.87614014888589,47,71.4429124,24.494084,20.942602155350293
24,73,24.34578,71.64994,94.25702010856678,38.41079044422322,47,71.4429124,24.494084,26.67867548763471
25,4,24.66818,71.64994,17.522164002882427,8.424258780193279,3,71.83952380952381,24.560713333333332,22.592485764528682
26,5,24.66818,71.72956,24.960395699118926,18.186187911562147,3,71.83952380952381,24.560713333333332,16.325941993966932
27,6,24.66818,71.80919,39.769998105759264,-4.166629139625897,3,71.83952380952381,24.560713333333332,12.340797176402013
28,7,24.66818,71.88882,70.31257617134123,8.852696447549114,3,71.83952380952381,24.560713333333332,12.951289663274872
29,8,24.66818,71.96844,33.427706857434,15.329925385399209,3,71.83952380952381,24.560713333333332,17.68705451643346
30,9,24.66818,72.04807,39.99677454477027,22.120251508446348,3,71.83952380952381,24.560713333333332,24.240867435508076
31,19,24.58758,71.64994,64.3069980790025,32.338830645553955,3,71.83952380952381,24.560713333333332,19.408800576490577
32,20,24.58758,71.72956,87.00515880286532,59.4934275950787,3,71.83952380952381,24.560713333333332,11.517825993662449
33,21,24.58758,71.80919,96.43739700190204,43.82810281483023,3,71.83952380952381,24.560713333333332,4.28317354279836
34,22,24.58758,71.88882,116.02446738905071,19.392395133198047,3,71.83952380952381,24.560713333333332,5.813446197749834
35,23,24.58758,71.96844,127.19404510438332,-10.928568627058452,3,71.83952380952381,24.560713333333332,13.378552628215546
36,24,24.58758,72.04807,99.08106060440066,31.908167964805276,3,71.83952380952381,24.560713333333332,21.306115058917904
37,34,24.50698,71.64994,112.94852383746353,41.78100956026462,3,71.83952380952381,24.560713333333332,20.09301117338795
38,35,24.50698,71.72956,100.15830434084428,38.33563744241543,3,71.83952380952381,24.560713333333332,12.630558288290063
39,36,24.50698,71.80919,166.32225308314432,3.1300860355036075,3,71.83952380952381,24.560713333333332,6.718837735382243
40,37,24.50698,71.88882,135.84658381079765,39.48691456101494,3,71.83952380952381,24.560713333333332,7.784811707831388
41,38,24.50698,71.96844,98.07499706195188,26.859350419967868,3,71.83952380952381,24.560713333333332,14.348732894562955
42,52,24.42638,71.72956,106.37353918519668,26.21810900017974,3,71.83952380952381,24.560713333333332,18.63192000710415
43,53,24.42638,71.80919,137.34302821312096,48.86005786821708,3,71.83952380952381,24.560713333333332,15.254077805592608
44,54,24.42638,71.88882,123.74547751617962,59.45077649914937,3,71.83952380952381,24.560713333333332,15.753009675575985
45,55,24.42638,71.96844,123.0014885691296,10.962290573403216,3,71.83952380952381,24.560713333333332,19.837673584065957
46,10,24.66818,72.12769,8.017905166039405,1.9937926360855889,42,72.22796111111111,24.471157777777776,24.148342491309766
47,11,24.66818,72.20732,4.3061750212930505,2.896167597662892,42,72.22796111111111,24.471157777777776,22.013997187246705
48,12,24.66818,72.28694,3.4955329151362897,2.0523474528186805,42,72.22796111111111,24.471157777777776,22.71237593579512
49,13,24.66818,72.36657,0.1958889226375075,-0.0526112156556928,42,72.22796111111111,24.471157777777776,26.01649719638276
50,25,24.58758,72.12769,70.11497760441347,20.96253972819428,42,72.22796111111111,24.471157777777776,16.451298878729695
51,26,24.58758,72.20732,50.26313044292565,-5.737359245116092,42,72.22796111111111,24.471157777777776,13.11699012496432
52,27,24.58758,72.28694,31.049203152687063,17.089646991725516,42,72.22796111111111,24.471157777777776,14.258733756476667
53,28,24.58758,72.36657,3.76983916042749,1.473489793144202,42,72.22796111111111,24.471157777777776,19.089820609389083
54,39,24.50698,72.04807,67.12854358923781,21.620834974600164,42,72.22796111111111,24.471157777777776,18.640073361333332
55,40,24.50698,72.12769,92.95851321939293,-16.226840715871973,42,72.22796111111111,24.471157777777776,10.903889455632335
56,41,24.50698,72.20732,91.946524422687,17.934983403851668,42,72.22796111111111,24.471157777777776,4.499077532975261
57,42,24.50698,72.28694,88.89686529416765,36.01166016889865,42,72.22796111111111,24.471157777777776,7.177591914063293
58,43,24.50698,72.36657,22.93530259741389,7.635688151040064,42,72.22796111111111,24.471157777777776,14.58530192833912
59,44,24.50698,72.44619,1.817868263999608,2.0036372007843832,42,72.22796111111111,24.471157777777776,22.446397807979327
60,56,24.42638,72.04807,166.07978184898923,25.603488290923096,42,72.22796111111111,24.471157777777776,18.883724231061418
61,57,24.42638,72.12769,123.06987363856732,29.774106777069196,42,72.22796111111111,24.471157777777776,11.308897225983813
62,58,24.42638,72.20732,105.80638681840684,17.22808197879694,42,72.22796111111111,24.471157777777776,5.401377443582436
63,59,24.42638,72.28694,103.4210050858028,-4.301505964915194,42,72.22796111111111,24.471157777777776,7.776312280841562
64,60,24.42638,72.36657,68.07611442809625,25.49355935362741,42,72.22796111111111,24.471157777777776,14.892530701537689
65,78,24.34578,72.04807,179.8018175491577,44.66967754122685,42,72.22796111111111,24.471157777777776,22.945244079819272
66,79,24.34578,72.12769,178.32951978357084,41.90539451178411,42,72.22796111111111,24.471157777777776,17.25208069824986
67,80,24.34578,72.20732,103.42435962107989,31.404851253572016,42,72.22796111111111,24.471157777777776,14.101594550240321
68,81,24.34578,72.28694,33.293542408345814,11.32092694668989,42,72.22796111111111,24.471157777777776,15.17139114752191
69,82,24.34578,72.36657,43.22944170982035,20.822960439930785,42,72.22796111111111,24.471157777777776,19.78864740109651
70,102,24.26518,72.12769,148.82230560998042,29.979425793959336,42,72.22796111111111,24.471157777777776,25.062406131766576
71,103,24.26518,72.20732,109.27689332979404,34.726794924402384,42,72.22796111111111,24.471157777777776,23.006128973856026
72,104,24.26518,72.28694,138.3682632062034,-16.328368726099782,42,72.22796111111111,24.471157777777776,23.677374340719666
73,45,24.50698,72.60544,0.2147643117698223,0.2973842442903209,52,72.5672224,24.284524,25.044769532207766
74,46,24.50698,72.68507,0.5266606243469409,0.4313879453303578,52,72.5672224,24.284524,27.472960303911062
75,61,24.42638,72.44619,22.769190012840397,-1.2812089963465318,52,72.5672224,24.284524,19.984450152185616
76,62,24.42638,72.52582,7.291442346423014,5.4705007881341,52,72.5672224,24.284524,16.326839982523634
77,63,24.42638,72.60544,22.36591152577092,-4.663466749942621,52,72.5672224,24.284524,16.24690812031702
78,64,24.42638,72.68507,7.576106577394187,1.084623666172858,52,72.5672224,24.284524,19.788040673070277
79,83,24.34578,72.44619,25.932952908145328,9.888346593483863,52,72.5672224,24.284524,14.033280399002937
80,84,24.34578,72.52582,72.65948794747327,32.28116117226156,52,72.5672224,24.284524,8.002237312720602
81,85,24.34578,72.60544,44.9342617542251,-4.885413130019842,52,72.5672224,24.284524,7.837758793361528
82,86,24.34578,72.68507,5.293153776892355,1.94383567403298,52,72.5672224,24.284524,13.75195578266345
83,105,24.26518,72.36657,137.67893289753198,38.1870436590288,52,72.5672224,24.284524,20.458669017960975
84,106,24.26518,72.44619,116.91022304546507,33.31426118869604,52,72.5672224,24.284524,12.459309277100845
85,107,24.26518,72.52582,75.72244699412961,17.566362720324427,52,72.5672224,24.284524,4.717286682914556
86,108,24.26518,72.60544,8.912656498879118,-0.9217649823396554,52,72.5672224,24.284524,4.4323582007951075
87,109,24.26518,72.68507,5.743269300530446,1.0070327695692614,52,72.5672224,24.284524,12.141365259657784
88,110,24.26518,72.76469,4.853523632638625,3.211834217672285,52,72.5672224,24.284524,20.137564779264565
89,131,24.18458,72.36657,122.7486872902963,29.65416028970003,52,72.5672224,24.284524,23.18991452537003
90,132,24.18458,72.44619,114.35651867577688,33.730541441717534,52,72.5672224,24.284524,16.561477428101234
91,133,24.18458,72.52582,125.68292127844327,37.371677796172605,52,72.5672224,24.284524,11.883462405126613
92,134,24.18458,72.60544,40.16623559790588,7.417343077171839,52,72.5672224,24.284524,11.773191259032114
93,135,24.18458,72.68507,35.726337966951746,12.678942217778168,52,72.5672224,24.284524,16.323478221244507
94,136,24.18458,72.76469,17.24813524602502,4.4058819980844905,52,72.5672224,24.284524,22.90694770375909
95,157,24.10398,72.44619,123.06821591775986,16.444565271758634,52,72.5672224,24.284524,23.53884873085256
96,158,24.10398,72.52582,172.21521680393678,-2.6027212619883078,52,72.5672224,24.284524,20.516516694234916
97,159,24.10398,72.60544,122.29957312295132,-20.23172010379342,52,72.5672224,24.284524,20.45280329215685
98,65,24.42638,73.00357,4.361760448974697,1.9043706221484027,17,73.0608976,24.229716,22.63340699878245
99,66,24.42638,73.08319,6.653331346831609,2.1870101756302898,17,73.0608976,24.229716,21.991277601963176
100,67,24.42638,73.16282,0.3899245189185803,0.0939968874008252,17,73.0608976,24.229716,24.191375983143033
101,87,24.34578,73.00357,11.830453518138912,4.9606604783142885,17,73.0608976,24.229716,14.157810091006336
102,88,24.34578,73.08319,40.04946556000598,13.248368883922208,17,73.0608976,24.229716,13.106125366396551
103,89,24.34578,73.16282,7.964236113988695,2.159045415378838,17,73.0608976,24.229716,16.536069352951
104,90,24.34578,73.24244,0.1195288910689699,0.0150915783195601,17,73.0608976,24.229716,22.481797527432832
105,111,24.26518,72.84432,4.71937310629909,6.221128908362756,17,73.0608976,24.229716,22.31608640362734
106,112,24.26518,72.92394,4.698184840392704,2.933614861052691,17,73.0608976,24.229716,14.43912353452182
107,113,24.26518,73.00357,18.952298338550488,11.476160418507568,17,73.0608976,24.229716,7.025875949520189
108,114,24.26518,73.08319,15.484761974460564,7.397173743749985,17,73.0608976,24.229716,4.5466101239843475
109,115,24.26518,73.16282,1.238720843726577,0.2623182383228202,17,73.0608976,24.229716,11.063782491795871
110,116,24.26518,73.24244,0.0242065713586697,0.0029734766395783,17,73.0608976,24.229716,18.829344275893504
111,137,24.18458,72.84432,5.110372640224933,5.721479663630925,17,73.0608976,24.229716,22.53792374690182
112,138,24.18458,72.92394,17.735033634987236,6.324316173154981,17,73.0608976,24.229716,14.773464822919166
113,139,24.18458,73.00357,35.692890180454846,15.398190564321093,17,73.0608976,24.229716,7.683043096829333
114,140,24.18458,73.08319,8.1869332920928,2.337050360479504,17,73.0608976,24.229716,5.5063340859467385
115,141,24.18458,73.16282,1.4212140430462332,0.3542008907115999,17,73.0608976,24.229716,11.49433565276785
116,163,24.10398,72.92394,48.32781004122109,31.34050165676685,17,73.0608976,24.229716,19.717223420138115
117,164,24.10398,73.00357,163.3891335966648,83.43121391568127,17,73.0608976,24.229716,15.147350979034542
118,165,24.10398,73.08319,62.16515790152712,31.19465097097337,17,73.0608976,24.229716,14.167380719784386
119,166,24.10398,73.16282,20.21420120505805,20.61621862155936,17,73.0608976,24.229716,17.39479798283802
120,167,24.10398,73.24244,0.1125914145300992,0.0376065543043469,17,73.0608976,24.229716,23.13027422057325
121,190,24.02338,73.00357,167.38733566887802,76.15568196311106,17,73.0608976,24.229716,23.677039600020745
122,191,24.02338,73.08319,131.96698039095773,73.84862944672166,17,73.0608976,24.229716,23.062015258847122
123,74,24.34578,71.72956,146.5260716898867,46.50857587018759,23,71.86737807692307,24.18768,22.462146084088094
124,75,24.34578,71.80919,176.32612338530305,63.0337321187793,23,71.86737807692307,24.18768,18.54890769839471
125,76,24.34578,71.88882,112.51768990319442,42.40355517710474,23,71.86737807692307,24.18768,17.719337959113897
126,77,24.34578,71.96844,104.78723492529492,22.765600785586575,23,71.86737807692307,24.18768,20.35352832316244
127,96,24.26518,71.64994,158.70533294908194,-30.217042364634352,23,71.86737807692307,24.18768,23.680349351026752
128,97,24.26518,71.72956,146.4287650575193,55.323038156950176,23,71.86737807692307,24.18768,16.423584754268155
129,98,24.26518,71.80919,117.76223194140348,46.88459110683339,23,71.86737807692307,24.18768,10.44730910191458
130,99,24.26518,71.88882,126.13840485751813,28.331654919729687,23,71.86737807692307,24.18768,8.890451968462177
131,100,24.26518,71.96844,109.49830723665129,30.86882280083107,23,71.86737807692307,24.18768,13.393840186698675
132,101,24.26518,72.04807,199.5377424003458,21.641400563518918,23,71.86737807692307,24.18768,20.25428101674963
133,122,24.18458,71.64994,217.57185911439404,-9.686859380043488,23,71.86737807692307,24.18768,22.06526470744862
134,123,24.18458,71.72956,135.68783811347325,50.81946797055345,23,71.86737807692307,24.18768,13.988099383964682
135,124,24.18458,71.80919,157.2894960762881,30.970246806013904,23,71.86737807692307,24.18768,5.914171864553469
136,125,24.18458,71.88882,117.79872239122152,46.184666155912495,23,71.86737807692307,24.18768,2.2027812295432514
137,126,24.18458,71.96844,114.12910180280936,38.95028699266025,23,71.86737807692307,24.18768,10.260144865623523
138,127,24.18458,72.04807,109.29191481115755,41.76482875937072,23,71.86737807692307,24.18768,18.337328137914575
139,128,24.18458,72.12769,124.62104049714856,30.56916503258481,23,71.86737807692307,24.18768,26.41505720074261
140,148,24.10398,71.72956,134.48436816044654,-18.51175299184416,23,71.86737807692307,24.18768,16.803165513921083
141,149,24.10398,71.80919,113.9617849629738,34.36595532618873,23,71.86737807692307,24.18768,11.025219313971922
142,150,24.10398,71.88882,111.6478267660183,43.01479916526716,23,71.86737807692307,24.18768,9.560923832683628
143,151,24.10398,71.96844,110.69388337342492,30.128867340137067,23,71.86737807692307,24.18768,13.852543750233723
144,152,24.10398,72.04807,101.2289499205907,39.43173035143173,23,71.86737807692307,24.18768,20.567590530117652
145,174,24.02338,71.72956,133.748210540687,-18.57629924865905,23,71.86737807692307,24.18768,23.016786850428907
146,175,24.02338,71.80919,102.5261129555916,39.068611045799614,23,71.86737807692307,24.18768,19.206258451453415
147,176,24.02338,71.88882,103.21264959517356,47.76914229254212,23,71.86737807692307,24.18768,18.404271090455705
148,177,24.02338,71.96844,96.4705161323482,47.40530082595481,23,71.86737807692307,24.18768,20.95858158398103
149,91,24.26518,71.25181,2.2831314651909733,0.2457965711502813,86,71.43428625,24.120771666666666,24.510762909968218
150,92,24.26518,71.33144,79.03368499237317,-8.027440779360024,86,71.43428625,24.120771666666666,19.15437616828819
151,93,24.26518,71.41106,143.70868709426716,19.65913663292382,86,71.43428625,24.120771666666666,16.234460194512668
152,94,24.26518,71.49069,126.80689230207663,24.65019433403839,86,71.43428625,24.120771666666666,17.051518694324756
153,95,24.26518,71.57031,80.65166043427116,35.2621488660807,86,71.43428625,24.120771666666666,21.177182597387723
154,117,24.18458,71.25181,0.5771075226459461,-0.0144043872787254,86,71.43428625,24.120771666666666,19.833375859553914
155,118,24.18458,71.33144,23.405838429801666,10.735535566663968,86,71.43428625,24.120771666666666,12.622501344008386
156,119,24.18458,71.41106,88.43421615472158,36.28958219992471,86,71.43428625,24.120771666666666,7.478621201532354
157,120,24.18458,71.49069,77.10176090367582,28.823534500792714,86,71.43428625,24.120771666666666,9.11830923479884
158,121,24.18458,71.57031,95.10574345763676,25.702605574134058,86,71.43428625,24.120771666666666,15.522952715204692
159,142,24.10398,71.25181,0.1822100925139441,0.0125422414380526,86,71.43428625,24.120771666666666,18.61973580675893
160,143,24.10398,71.33144,25.349341502776067,13.166506258042856,86,71.43428625,24.120771666666666,10.607154512036836
161,144,24.10398,71.41106,71.37639400618201,31.533748681286628,86,71.43428625,24.120771666666666,3.0081159721756032
162,145,24.10398,71.49069,97.83938492059312,24.560368429047852,86,71.43428625,24.120771666666666,6.023264086598842
163,146,24.10398,71.57031,115.5959208182917,25.182862935777877,86,71.43428625,24.120771666666666,13.935484360494424
164,147,24.10398,71.64994,178.08181730059457,15.70449449499057,86,71.43428625,24.120771666666666,21.97367563775901
165,168,24.02338,71.25181,0.2693727128453739,0.0942420146828445,86,71.43428625,24.120771666666666,21.465618766072694
166,169,24.02338,71.33144,12.76149268378378,3.505345103657441,86,71.43428625,24.120771666666666,15.048012705488356
167,170,24.02338,71.41106,63.73297299612498,10.34441097847381,86,71.43428625,24.120771666666666,11.086688310102453
168,171,24.02338,71.49069,78.83052199352012,20.09374745513113,86,71.43428625,24.120771666666666,12.254090364013301
169,172,24.02338,71.57031,90.21543950176113,24.281099046902,86,71.43428625,24.120771666666666,17.555057757026184
170,173,24.02338,71.64994,128.3455485130495,57.327166674668334,86,71.43428625,24.120771666666666,24.43371167844852
171,209,23.94278,71.41106,73.52170309174996,0.5956615404640262,86,71.43428625,24.120771666666666,19.9380907567881
172,210,23.94278,71.49069,61.03862564682621,9.096132178385108,86,71.43428625,24.120771666666666,20.610497919236472
173,129,24.18458,72.20732,165.95761822501885,32.48216378571154,88,72.25399413793103,23.945559310344827,27.005523525474175
174,130,24.18458,72.28694,168.00792822156956,26.6638907183614,88,72.25399413793103,23.945559310344827,26.795964725041838
175,153,24.10398,72.12769,148.00274021058758,32.23650079321327,88,72.25399413793103,23.945559310344827,21.798088366208386
176,154,24.10398,72.20732,160.7202177275937,1.7725690898232784,88,72.25399413793103,23.945559310344827,18.24796272008001
177,155,24.10398,72.28694,180.0617205332357,36.12705979441464,88,72.25399413793103,23.945559310344827,17.93617782049309
