year,data_type,source_index,destination_index,value
20182019,depot_location,1970,,
20182019,depot_location,1073,,
20182019,depot_location,1222,,
20182019,depot_location,1199,,
20182019,depot_location,757,,
20182019,depot_location,383,,
20182019,depot_location,1208,,
20182019,depot_location,1725,,
20182019,depot_location,347,,
20182019,depot_location,874,,
20182019,depot_location,1702,,
20182019,depot_location,1173,,
20182019,depot_location,1742,,
20182019,depot_location,1602,,
20182019,refinery_location,750,,
20182019,refinery_location,1581,,
20182019,refinery_location,1361,,
2018,biomass_forecast,851,,678.6841329877375
2018,biomass_forecast,750,,8837.519709384742
2018,biomass_forecast,1992,,7717.781415372652
2018,biomass_forecast,1581,,9431.86255758894
2018,biomass_forecast,49,,3187.4156831086525
2018,biomass_forecast,1435,,7994.254144698137
2018,biomass_forecast,1274,,12026.42810987094
2018,biomass_forecast,2300,,1905.4961936249244
2018,biomass_forecast,106,,4548.381440228813
2018,biomass_forecast,1970,,11960.971464834127
2018,biomass_forecast,595,,1871.2368081585025
2018,biomass_forecast,697,,2984.0384042900296
2018,biomass_forecast,1843,,4265.519443925424
2018,biomass_forecast,1073,,6319.554466660157
2018,biomass_forecast,2006,,1715.4735474395334
2018,biomass_forecast,1222,,7017.178856571292
2018,biomass_forecast,1199,,12869.546234786203
2018,biomass_forecast,2038,,8291.682357271357
2018,biomass_forecast,165,,2804.4052741358187
2018,biomass_forecast,867,,9776.095755015405
2018,biomass_forecast,517,,475.46799625595804
2018,biomass_forecast,2385,,3096.214560492239
2018,biomass_forecast,1447,,3985.4828592812664
2018,biomass_forecast,757,,9377.205236594027
2018,biomass_forecast,383,,11713.751001828705
2018,biomass_forecast,1208,,8608.812814314337
2018,biomass_forecast,2281,,2983.566455646274
2018,biomass_forecast,1725,,7097.593548439072
2018,biomass_forecast,347,,10790.918449258636
2018,biomass_forecast,859,,11854.134422831434
2018,biomass_forecast,280,,781.205920187311
2018,biomass_forecast,874,,11417.19723644052
2018,biomass_forecast,1702,,17451.65230862819
2018,biomass_forecast,1501,,2810.8199324576617
2018,biomass_forecast,526,,833.0778746914305
2018,biomass_forecast,2262,,6388.1775314655
2018,biomass_forecast,77,,5930.322590493505
2018,biomass_forecast,2160,,5435.674974994755
2018,biomass_forecast,1173,,13168.708004415535
2018,biomass_forecast,965,,608.9895384442527
2018,biomass_forecast,1742,,9348.34642353041
2018,biomass_forecast,1710,,8473.101764541732
2018,biomass_forecast,2171,,12454.631365037441
2018,biomass_forecast,373,,652.6713578468897
2018,biomass_forecast,251,,5007.856673717939
2018,biomass_forecast,1999,,6553.0310947053185
2018,biomass_forecast,779,,1424.970529077105
2018,biomass_forecast,1602,,11392.367793974783
2018,biomass_forecast,399,,4886.833261650364
2018,biomass_forecast,1361,,8634.687996725124
2018,biomass_demand_supply,750,757.0,5735.960000000001
2018,biomass_demand_supply,750,1173.0,3101.5599999999995
2018,biomass_demand_supply,1992,1602.0,7717.78
2018,biomass_demand_supply,1581,1208.0,3045.7300000000014
2018,biomass_demand_supply,1581,1742.0,6386.129999999999
2018,biomass_demand_supply,1435,1073.0,3360.3399999999992
2018,biomass_demand_supply,1435,1725.0,4633.910000000001
2018,biomass_demand_supply,1274,1222.0,12026.43
2018,biomass_demand_supply,106,347.0,4548.38
2018,biomass_demand_supply,1970,1970.0,11960.97
2018,biomass_demand_supply,697,1073.0,2984.04
2018,biomass_demand_supply,1843,1742.0,4265.52
2018,biomass_demand_supply,1073,1073.0,6319.55
2018,biomass_demand_supply,2006,1725.0,1715.47
2018,biomass_demand_supply,1222,1222.0,7017.18
2018,biomass_demand_supply,1199,1199.0,12869.55
2018,biomass_demand_supply,165,347.0,2804.41
2018,biomass_demand_supply,867,874.0,8582.8
2018,biomass_demand_supply,1447,1199.0,3985.48
